,path,label
11376,train_landmark_files/16069/1468435402.parquet,71
11377,train_landmark_files/29302/1468451529.parquet,12
11378,train_landmark_files/16069/1468457557.parquet,165
11379,train_landmark_files/4718/1468475760.parquet,9
11380,train_landmark_files/18796/146847592.parquet,205
11381,train_landmark_files/2044/1468521720.parquet,143
11382,train_landmark_files/49445/1468601878.parquet,16
11383,train_landmark_files/37779/1468828620.parquet,2
11384,train_landmark_files/62590/146882981.parquet,159
11385,train_landmark_files/4718/1468852886.parquet,16
11386,train_landmark_files/61333/146893067.parquet,28
11387,train_landmark_files/30680/1468989284.parquet,135
11388,train_landmark_files/34503/146901878.parquet,124
11389,train_landmark_files/62590/14690748.parquet,7
11390,train_landmark_files/28656/1469119201.parquet,148
11391,train_landmark_files/32319/1469135265.parquet,165
11392,train_landmark_files/55372/1469208193.parquet,53
11393,train_landmark_files/28656/1469215355.parquet,206
11394,train_landmark_files/28656/1469223098.parquet,90
11395,train_landmark_files/25571/1469252966.parquet,90
11396,train_landmark_files/55372/1469289190.parquet,90
11397,train_landmark_files/53618/1469422629.parquet,192
11398,train_landmark_files/30680/1469650634.parquet,156
11399,train_landmark_files/37779/1469741857.parquet,78
11400,train_landmark_files/30680/1469756007.parquet,155
11401,train_landmark_files/16069/1469779288.parquet,107
11402,train_landmark_files/26734/1469847505.parquet,25
11403,train_landmark_files/2044/146985606.parquet,154
11404,train_landmark_files/18796/1469864504.parquet,135
11405,train_landmark_files/16069/1469867050.parquet,228
11406,train_landmark_files/29302/1469887718.parquet,96
11407,train_landmark_files/26734/1469906998.parquet,232
11408,train_landmark_files/2044/1469932191.parquet,104
11409,train_landmark_files/36257/1469998453.parquet,233
11410,train_landmark_files/61333/1470030563.parquet,27
11411,train_landmark_files/29302/1470030802.parquet,0
11412,train_landmark_files/29302/1470156260.parquet,240
11413,train_landmark_files/37055/1470174157.parquet,10
11414,train_landmark_files/32319/1470199873.parquet,195
11415,train_landmark_files/26734/1470303248.parquet,244
11416,train_landmark_files/26734/147034617.parquet,182
11417,train_landmark_files/37055/147041305.parquet,139
11418,train_landmark_files/22343/1470421966.parquet,143
11419,train_landmark_files/29302/147046227.parquet,123
11420,train_landmark_files/28656/1470479833.parquet,46
11421,train_landmark_files/25571/1470512210.parquet,208
11422,train_landmark_files/27610/1470560411.parquet,23
11423,train_landmark_files/2044/147056707.parquet,196
11424,train_landmark_files/22343/1470604037.parquet,204
11425,train_landmark_files/28656/1470614270.parquet,28
11426,train_landmark_files/49445/1470636261.parquet,166
11427,train_landmark_files/55372/1470641071.parquet,152
11428,train_landmark_files/27610/147066751.parquet,166
11429,train_landmark_files/53618/1470669694.parquet,233
11430,train_landmark_files/29302/1470722468.parquet,89
11431,train_landmark_files/22343/1470723642.parquet,53
11432,train_landmark_files/37779/1470724167.parquet,137
11433,train_landmark_files/36257/14707420.parquet,8
11434,train_landmark_files/53618/1470744212.parquet,233
11435,train_landmark_files/27610/1470769661.parquet,38
11436,train_landmark_files/49445/1470780555.parquet,6
11437,train_landmark_files/61333/1470825050.parquet,144
11438,train_landmark_files/25571/1470837980.parquet,67
11439,train_landmark_files/61333/1470917223.parquet,183
11440,train_landmark_files/22343/1470950776.parquet,210
11441,train_landmark_files/34503/1470997593.parquet,20
11442,train_landmark_files/18796/1470997982.parquet,53
11443,train_landmark_files/4718/147104752.parquet,41
11444,train_landmark_files/53618/1471060899.parquet,96
11445,train_landmark_files/61333/1471107115.parquet,100
11446,train_landmark_files/49445/1471184716.parquet,150
11447,train_landmark_files/36257/1471233477.parquet,124
11448,train_landmark_files/18796/1471256388.parquet,111
11449,train_landmark_files/28656/1471275894.parquet,165
11450,train_landmark_files/27610/1471296754.parquet,86
11451,train_landmark_files/37779/1471303022.parquet,165
11452,train_landmark_files/4718/147131178.parquet,143
11453,train_landmark_files/36257/1471327666.parquet,85
11454,train_landmark_files/61333/1471331623.parquet,67
11455,train_landmark_files/62590/1471353802.parquet,139
11456,train_landmark_files/61333/1471371818.parquet,204
11457,train_landmark_files/36257/1471438417.parquet,184
11458,train_landmark_files/22343/1471447325.parquet,193
11459,train_landmark_files/4718/1471489033.parquet,87
11460,train_landmark_files/27610/1471547168.parquet,213
11461,train_landmark_files/27610/147156119.parquet,184
11462,train_landmark_files/16069/147164063.parquet,173
11463,train_landmark_files/22343/1471691902.parquet,66
11464,train_landmark_files/26734/147169792.parquet,39
11465,train_landmark_files/49445/1471718792.parquet,11
11466,train_landmark_files/36257/1471895604.parquet,50
11467,train_landmark_files/16069/1471909057.parquet,15
11468,train_landmark_files/16069/1472071316.parquet,16
11469,train_landmark_files/34503/1472098552.parquet,43
11470,train_landmark_files/49445/1472109285.parquet,29
11471,train_landmark_files/37055/1472117093.parquet,248
11472,train_landmark_files/53618/1472122437.parquet,72
11473,train_landmark_files/34503/1472170154.parquet,126
11474,train_landmark_files/29302/147218099.parquet,43
11475,train_landmark_files/30680/1472184284.parquet,140
11476,train_landmark_files/25571/1472242801.parquet,190
11477,train_landmark_files/27610/1472272717.parquet,95
11478,train_landmark_files/34503/1472328100.parquet,128
11479,train_landmark_files/37779/1472333325.parquet,231
11480,train_landmark_files/37055/1472338354.parquet,181
11481,train_landmark_files/34503/1472394331.parquet,77
11482,train_landmark_files/53618/1472465972.parquet,123
11483,train_landmark_files/27610/14725479.parquet,155
11484,train_landmark_files/62590/1472581244.parquet,79
11485,train_landmark_files/36257/1472589447.parquet,78
11486,train_landmark_files/32319/1472625873.parquet,51
11487,train_landmark_files/37779/1472634803.parquet,247
11488,train_landmark_files/30680/1472665840.parquet,224
11489,train_landmark_files/16069/1472667628.parquet,231
11490,train_landmark_files/55372/1472710882.parquet,106
11491,train_landmark_files/62590/1472756421.parquet,154
11492,train_landmark_files/2044/1472761554.parquet,30
11493,train_landmark_files/61333/1472767375.parquet,78
11494,train_landmark_files/18796/1472802462.parquet,208
11495,train_landmark_files/30680/1472813516.parquet,5
11496,train_landmark_files/32319/1472830146.parquet,167
11497,train_landmark_files/37779/1472865495.parquet,39
11498,train_landmark_files/62590/1472922503.parquet,202
11499,train_landmark_files/22343/1472988161.parquet,193
11500,train_landmark_files/37055/1473150435.parquet,248
11501,train_landmark_files/18796/1473176838.parquet,151
11502,train_landmark_files/36257/1473278023.parquet,132
11503,train_landmark_files/55372/147332994.parquet,128
11504,train_landmark_files/37779/1473370691.parquet,243
11505,train_landmark_files/2044/1473388677.parquet,131
11506,train_landmark_files/62590/1473398318.parquet,110
11507,train_landmark_files/25571/1473420642.parquet,246
11508,train_landmark_files/32319/1473454540.parquet,49
11509,train_landmark_files/4718/1473670686.parquet,18
11510,train_landmark_files/2044/1473684205.parquet,201
11511,train_landmark_files/29302/1473707065.parquet,137
11512,train_landmark_files/32319/147376825.parquet,190
11513,train_landmark_files/26734/1473782356.parquet,0
11514,train_landmark_files/25571/147379530.parquet,15
11515,train_landmark_files/4718/1473797252.parquet,186
11516,train_landmark_files/30680/1473843716.parquet,86
11517,train_landmark_files/37779/1473863458.parquet,10
11518,train_landmark_files/34503/1473871540.parquet,210
11519,train_landmark_files/16069/1473905358.parquet,5
11520,train_landmark_files/55372/147398397.parquet,111
11521,train_landmark_files/53618/1473984695.parquet,239
11522,train_landmark_files/4718/1473997470.parquet,225
11523,train_landmark_files/16069/14739985.parquet,155
11524,train_landmark_files/16069/1474018067.parquet,249
11525,train_landmark_files/18796/1474024426.parquet,135
11526,train_landmark_files/16069/1474050058.parquet,135
11527,train_landmark_files/34503/1474119886.parquet,128
11528,train_landmark_files/36257/1474152933.parquet,139
11529,train_landmark_files/4718/1474156666.parquet,145
11530,train_landmark_files/26734/1474166375.parquet,2
11531,train_landmark_files/16069/1474200258.parquet,43
11532,train_landmark_files/28656/1474292231.parquet,6
11533,train_landmark_files/25571/1474330956.parquet,127
11534,train_landmark_files/55372/1474340938.parquet,30
11535,train_landmark_files/61333/1474345895.parquet,113
11536,train_landmark_files/55372/1474357724.parquet,14
11537,train_landmark_files/37779/1474401256.parquet,140
11538,train_landmark_files/36257/1474456949.parquet,226
11539,train_landmark_files/22343/1474548387.parquet,162
11540,train_landmark_files/36257/1474553181.parquet,218
11541,train_landmark_files/36257/1474558347.parquet,6
11542,train_landmark_files/4718/1474598446.parquet,173
11543,train_landmark_files/37779/1474647559.parquet,9
11544,train_landmark_files/61333/1474700896.parquet,226
11545,train_landmark_files/36257/1474747153.parquet,112
11546,train_landmark_files/25571/147478582.parquet,59
11547,train_landmark_files/61333/1474807199.parquet,200
11548,train_landmark_files/49445/1474808277.parquet,83
11549,train_landmark_files/32319/1474809378.parquet,37
11550,train_landmark_files/22343/1474838777.parquet,24
11551,train_landmark_files/28656/1475108529.parquet,35
11552,train_landmark_files/29302/1475114642.parquet,71
11553,train_landmark_files/49445/1475171427.parquet,150
11554,train_landmark_files/16069/1475217038.parquet,69
11555,train_landmark_files/27610/1475223238.parquet,149
11556,train_landmark_files/4718/1475239885.parquet,54
11557,train_landmark_files/22343/1475269094.parquet,234
11558,train_landmark_files/22343/1475280475.parquet,44
11559,train_landmark_files/2044/1475305637.parquet,130
11560,train_landmark_files/2044/1475445509.parquet,18
11561,train_landmark_files/62590/1475503779.parquet,242
11562,train_landmark_files/26734/1475557713.parquet,184
11563,train_landmark_files/53618/1475629398.parquet,56
11564,train_landmark_files/28656/1475662410.parquet,10
11565,train_landmark_files/53618/1475814366.parquet,219
11566,train_landmark_files/29302/1475868785.parquet,121
11567,train_landmark_files/34503/147588410.parquet,88
11568,train_landmark_files/27610/1475885759.parquet,132
11569,train_landmark_files/2044/147597023.parquet,119
11570,train_landmark_files/32319/1476014709.parquet,69
11571,train_landmark_files/26734/1476055157.parquet,8
11572,train_landmark_files/16069/147607644.parquet,194
11573,train_landmark_files/61333/1476140563.parquet,227
11574,train_landmark_files/28656/1476169989.parquet,210
11575,train_landmark_files/37779/1476180998.parquet,193
11576,train_landmark_files/62590/1476255769.parquet,138
11577,train_landmark_files/55372/147630041.parquet,25
11578,train_landmark_files/55372/1476304612.parquet,186
11579,train_landmark_files/25571/1476334130.parquet,92
11580,train_landmark_files/55372/147636931.parquet,184
11581,train_landmark_files/55372/1476440129.parquet,136
11582,train_landmark_files/25571/1476491543.parquet,112
11583,train_landmark_files/37779/1476492912.parquet,123
11584,train_landmark_files/62590/1476503661.parquet,31
11585,train_landmark_files/4718/1476542001.parquet,151
11586,train_landmark_files/32319/1476565525.parquet,30
11587,train_landmark_files/26734/147657581.parquet,165
11588,train_landmark_files/16069/1476656315.parquet,10
11589,train_landmark_files/16069/1476673785.parquet,172
11590,train_landmark_files/22343/1476784345.parquet,40
11591,train_landmark_files/53618/1476799224.parquet,38
11592,train_landmark_files/27610/1476862842.parquet,129
11593,train_landmark_files/16069/1476927533.parquet,33
11594,train_landmark_files/34503/1476931262.parquet,192
11595,train_landmark_files/26734/1476958808.parquet,142
11596,train_landmark_files/61333/1476962234.parquet,37
11597,train_landmark_files/26734/1477037504.parquet,109
11598,train_landmark_files/2044/1477051414.parquet,79
11599,train_landmark_files/27610/1477073129.parquet,66
11600,train_landmark_files/29302/1477083666.parquet,93
11601,train_landmark_files/49445/1477106661.parquet,50
11602,train_landmark_files/55372/1477168360.parquet,145
11603,train_landmark_files/30680/1477242352.parquet,134
11604,train_landmark_files/32319/1477295744.parquet,216
11605,train_landmark_files/34503/1477327894.parquet,172
11606,train_landmark_files/25571/1477334381.parquet,139
11607,train_landmark_files/4718/1477450707.parquet,231
11608,train_landmark_files/37779/1477503870.parquet,121
11609,train_landmark_files/25571/1477588480.parquet,54
11610,train_landmark_files/29302/1477606704.parquet,187
11611,train_landmark_files/29302/1477656315.parquet,182
11612,train_landmark_files/30680/1477671435.parquet,6
11613,train_landmark_files/37055/1477695126.parquet,167
11614,train_landmark_files/34503/147774148.parquet,39
11615,train_landmark_files/36257/1477799697.parquet,123
11616,train_landmark_files/29302/1477851080.parquet,58
11617,train_landmark_files/2044/1478040573.parquet,12
11618,train_landmark_files/37055/1478081534.parquet,145
11619,train_landmark_files/34503/1478119744.parquet,209
11620,train_landmark_files/32319/1478129217.parquet,67
11621,train_landmark_files/49445/147813350.parquet,219
11622,train_landmark_files/2044/1478149842.parquet,148
11623,train_landmark_files/29302/1478228634.parquet,122
11624,train_landmark_files/28656/1478266568.parquet,205
11625,train_landmark_files/26734/1478297125.parquet,93
11626,train_landmark_files/4718/1478297154.parquet,114
11627,train_landmark_files/30680/1478315508.parquet,4
11628,train_landmark_files/49445/1478383781.parquet,71
11629,train_landmark_files/18796/1478392611.parquet,98
11630,train_landmark_files/18796/1478404811.parquet,140
11631,train_landmark_files/29302/1478406773.parquet,38
11632,train_landmark_files/4718/1478487543.parquet,184
11633,train_landmark_files/16069/1478566004.parquet,76
11634,train_landmark_files/55372/1478604681.parquet,105
11635,train_landmark_files/18796/1478656848.parquet,155
11636,train_landmark_files/37055/1478682369.parquet,245
11637,train_landmark_files/34503/147870477.parquet,165
11638,train_landmark_files/2044/1478743034.parquet,130
11639,train_landmark_files/49445/1478769732.parquet,47
11640,train_landmark_files/29302/1478777756.parquet,1
11641,train_landmark_files/30680/1478782683.parquet,94
11642,train_landmark_files/4718/1478788475.parquet,196
11643,train_landmark_files/32319/1478789161.parquet,91
11644,train_landmark_files/37055/1478792708.parquet,191
11645,train_landmark_files/22343/1478818731.parquet,86
11646,train_landmark_files/27610/1478975793.parquet,126
11647,train_landmark_files/32319/1479034270.parquet,150
11648,train_landmark_files/32319/1479091719.parquet,43
11649,train_landmark_files/62590/1479179591.parquet,47
11650,train_landmark_files/53618/1479214764.parquet,40
11651,train_landmark_files/22343/1479227534.parquet,175
11652,train_landmark_files/49445/1479255839.parquet,3
11653,train_landmark_files/55372/1479304896.parquet,148
11654,train_landmark_files/62590/14793322.parquet,81
11655,train_landmark_files/2044/1479341136.parquet,113
11656,train_landmark_files/36257/1479412082.parquet,238
11657,train_landmark_files/32319/1479424135.parquet,46
11658,train_landmark_files/53618/1479635389.parquet,249
11659,train_landmark_files/2044/1479640886.parquet,144
11660,train_landmark_files/55372/1479664042.parquet,120
11661,train_landmark_files/61333/1479714719.parquet,146
11662,train_landmark_files/32319/1479759304.parquet,156
11663,train_landmark_files/26734/1479824179.parquet,6
11664,train_landmark_files/2044/1479880566.parquet,35
11665,train_landmark_files/28656/1479949952.parquet,202
11666,train_landmark_files/27610/1480089562.parquet,243
11667,train_landmark_files/26734/1480231227.parquet,99
11668,train_landmark_files/61333/1480258318.parquet,220
11669,train_landmark_files/34503/1480282058.parquet,127
11670,train_landmark_files/4718/1480355834.parquet,23
11671,train_landmark_files/49445/1480371579.parquet,196
11672,train_landmark_files/32319/1480431130.parquet,18
11673,train_landmark_files/18796/1480443144.parquet,113
11674,train_landmark_files/2044/148045072.parquet,42
11675,train_landmark_files/2044/1480567850.parquet,194
11676,train_landmark_files/27610/1480603879.parquet,109
11677,train_landmark_files/62590/1480631840.parquet,163
11678,train_landmark_files/30680/1480648604.parquet,153
11679,train_landmark_files/16069/1480741127.parquet,25
11680,train_landmark_files/27610/1480906272.parquet,174
11681,train_landmark_files/61333/1480910773.parquet,214
11682,train_landmark_files/53618/1480979597.parquet,104
11683,train_landmark_files/16069/1481040388.parquet,123
11684,train_landmark_files/37055/1481130785.parquet,117
11685,train_landmark_files/61333/148114827.parquet,125
11686,train_landmark_files/61333/1481190312.parquet,180
11687,train_landmark_files/34503/1481218437.parquet,31
11688,train_landmark_files/36257/1481249885.parquet,79
11689,train_landmark_files/22343/1481363428.parquet,191
11690,train_landmark_files/61333/1481432293.parquet,174
11691,train_landmark_files/30680/1481507412.parquet,182
11692,train_landmark_files/36257/148155428.parquet,15
11693,train_landmark_files/18796/1481567530.parquet,228
11694,train_landmark_files/55372/148171944.parquet,91
11695,train_landmark_files/22343/1481780494.parquet,67
11696,train_landmark_files/49445/1481815322.parquet,180
11697,train_landmark_files/26734/1481820765.parquet,42
11698,train_landmark_files/16069/1481842200.parquet,142
11699,train_landmark_files/37779/1481843289.parquet,125
11700,train_landmark_files/62590/1481847349.parquet,151
11701,train_landmark_files/34503/1481925197.parquet,117
11702,train_landmark_files/22343/1481960186.parquet,100
11703,train_landmark_files/61333/1482019541.parquet,8
11704,train_landmark_files/30680/1482033524.parquet,88
11705,train_landmark_files/27610/1482089971.parquet,138
11706,train_landmark_files/34503/1482095759.parquet,220
11707,train_landmark_files/61333/1482111882.parquet,64
11708,train_landmark_files/34503/1482116106.parquet,224
11709,train_landmark_files/29302/1482120251.parquet,234
11710,train_landmark_files/49445/1482167433.parquet,19
11711,train_landmark_files/61333/1482251127.parquet,157
11712,train_landmark_files/4718/1482354290.parquet,114
11713,train_landmark_files/28656/1482414156.parquet,87
11714,train_landmark_files/34503/1482425892.parquet,134
11715,train_landmark_files/62590/1482444262.parquet,208
11716,train_landmark_files/55372/1482524662.parquet,12
11717,train_landmark_files/28656/1482541329.parquet,123
11718,train_landmark_files/37779/1482596610.parquet,28
11719,train_landmark_files/4718/148266804.parquet,54
11720,train_landmark_files/49445/1482710356.parquet,122
11721,train_landmark_files/49445/1482796882.parquet,46
11722,train_landmark_files/16069/1482802499.parquet,104
11723,train_landmark_files/32319/1482802954.parquet,215
11724,train_landmark_files/32319/1482830554.parquet,89
11725,train_landmark_files/27610/1482920998.parquet,139
11726,train_landmark_files/36257/1482933267.parquet,210
11727,train_landmark_files/53618/1482948698.parquet,216
11728,train_landmark_files/18796/1483014257.parquet,134
11729,train_landmark_files/37055/1483018190.parquet,208
11730,train_landmark_files/55372/1483050161.parquet,188
11731,train_landmark_files/28656/1483070368.parquet,181
11732,train_landmark_files/36257/1483129893.parquet,204
11733,train_landmark_files/34503/1483155357.parquet,110
11734,train_landmark_files/53618/1483176565.parquet,144
11735,train_landmark_files/25571/1483205107.parquet,66
11736,train_landmark_files/37055/1483241838.parquet,155
11737,train_landmark_files/37779/1483318291.parquet,17
11738,train_landmark_files/28656/1483356122.parquet,132
11739,train_landmark_files/16069/1483425550.parquet,18
11740,train_landmark_files/28656/1483487015.parquet,14
11741,train_landmark_files/27610/1483512008.parquet,155
11742,train_landmark_files/32319/1483661785.parquet,144
11743,train_landmark_files/4718/1483697537.parquet,237
11744,train_landmark_files/37055/1483795981.parquet,140
11745,train_landmark_files/22343/1483944126.parquet,242
11746,train_landmark_files/28656/1483958794.parquet,83
11747,train_landmark_files/28656/1483965789.parquet,178
11748,train_landmark_files/4718/1484021385.parquet,110
11749,train_landmark_files/49445/1484040784.parquet,46
11750,train_landmark_files/4718/1484106143.parquet,184
11751,train_landmark_files/61333/1484148697.parquet,195
11752,train_landmark_files/28656/1484156476.parquet,176
11753,train_landmark_files/30680/1484237634.parquet,104
11754,train_landmark_files/26734/1484277854.parquet,238
11755,train_landmark_files/27610/1484304152.parquet,164
11756,train_landmark_files/34503/1484370773.parquet,189
11757,train_landmark_files/37055/1484393215.parquet,79
11758,train_landmark_files/62590/1484411836.parquet,196
11759,train_landmark_files/16069/1484424812.parquet,88
11760,train_landmark_files/37055/1484433288.parquet,63
11761,train_landmark_files/37055/1484493293.parquet,200
11762,train_landmark_files/32319/148452060.parquet,183
11763,train_landmark_files/2044/1484522762.parquet,13
11764,train_landmark_files/34503/1484672361.parquet,236
11765,train_landmark_files/34503/1484694330.parquet,65
11766,train_landmark_files/32319/1484720091.parquet,6
11767,train_landmark_files/29302/1484735171.parquet,29
11768,train_landmark_files/22343/1484805139.parquet,238
11769,train_landmark_files/27610/1484918207.parquet,113
11770,train_landmark_files/34503/1484919680.parquet,74
11771,train_landmark_files/29302/1484983859.parquet,15
11772,train_landmark_files/29302/1485058471.parquet,226
11773,train_landmark_files/29302/1485089763.parquet,37
11774,train_landmark_files/53618/1485137813.parquet,161
11775,train_landmark_files/16069/1485166654.parquet,133
11776,train_landmark_files/49445/1485205732.parquet,198
11777,train_landmark_files/25571/1485254338.parquet,168
11778,train_landmark_files/4718/148526448.parquet,200
11779,train_landmark_files/34503/1485308712.parquet,111
11780,train_landmark_files/4718/1485324695.parquet,195
11781,train_landmark_files/27610/1485328316.parquet,103
11782,train_landmark_files/18796/1485375233.parquet,135
11783,train_landmark_files/30680/148544948.parquet,220
11784,train_landmark_files/32319/148547595.parquet,115
11785,train_landmark_files/36257/1485515288.parquet,230
11786,train_landmark_files/22343/1485523087.parquet,212
11787,train_landmark_files/4718/1485557364.parquet,238
11788,train_landmark_files/22343/1485584271.parquet,236
11789,train_landmark_files/16069/1485667544.parquet,3
11790,train_landmark_files/27610/1485674093.parquet,190
11791,train_landmark_files/27610/1485682361.parquet,171
11792,train_landmark_files/26734/1485710749.parquet,189
11793,train_landmark_files/30680/1485740856.parquet,148
11794,train_landmark_files/37779/1485847111.parquet,230
11795,train_landmark_files/22343/1485856881.parquet,55
11796,train_landmark_files/29302/1485857413.parquet,196
11797,train_landmark_files/55372/1486044551.parquet,240
11798,train_landmark_files/37779/1486104992.parquet,90
11799,train_landmark_files/26734/1486147074.parquet,224
11800,train_landmark_files/26734/1486244675.parquet,144
11801,train_landmark_files/62590/1486248545.parquet,16
11802,train_landmark_files/16069/1486275585.parquet,103
11803,train_landmark_files/30680/1486318422.parquet,134
11804,train_landmark_files/53618/1486323916.parquet,247
11805,train_landmark_files/37055/1486329684.parquet,36
11806,train_landmark_files/53618/1486352116.parquet,178
11807,train_landmark_files/16069/1486392132.parquet,38
11808,train_landmark_files/32319/1486433018.parquet,93
11809,train_landmark_files/37055/1486445552.parquet,222
11810,train_landmark_files/25571/1486449338.parquet,75
11811,train_landmark_files/62590/1486503648.parquet,221
11812,train_landmark_files/55372/1486527345.parquet,99
11813,train_landmark_files/22343/1486528104.parquet,87
11814,train_landmark_files/26734/1486554710.parquet,12
11815,train_landmark_files/36257/1486566973.parquet,52
11816,train_landmark_files/28656/1486605225.parquet,169
11817,train_landmark_files/22343/148661367.parquet,172
11818,train_landmark_files/49445/1486630508.parquet,149
11819,train_landmark_files/29302/1486729526.parquet,40
11820,train_landmark_files/28656/1486733281.parquet,157
11821,train_landmark_files/55372/1486790734.parquet,78
11822,train_landmark_files/37779/148679978.parquet,225
11823,train_landmark_files/53618/1486879439.parquet,166
11824,train_landmark_files/26734/1486919395.parquet,189
11825,train_landmark_files/30680/148693077.parquet,46
11826,train_landmark_files/49445/1486931943.parquet,163
11827,train_landmark_files/55372/1486987031.parquet,10
11828,train_landmark_files/36257/1487009265.parquet,160
11829,train_landmark_files/28656/1487067328.parquet,122
11830,train_landmark_files/32319/1487077379.parquet,188
11831,train_landmark_files/53618/1487099748.parquet,213
11832,train_landmark_files/62590/1487138365.parquet,205
11833,train_landmark_files/34503/1487188155.parquet,32
11834,train_landmark_files/49445/1487190861.parquet,207
11835,train_landmark_files/22343/1487242410.parquet,145
11836,train_landmark_files/4718/1487261090.parquet,115
11837,train_landmark_files/61333/1487276863.parquet,52
11838,train_landmark_files/49445/1487315707.parquet,23
11839,train_landmark_files/27610/1487395610.parquet,175
11840,train_landmark_files/25571/1487396995.parquet,162
11841,train_landmark_files/18796/148750685.parquet,174
11842,train_landmark_files/27610/1487540987.parquet,164
11843,train_landmark_files/22343/1487580265.parquet,151
11844,train_landmark_files/55372/1487608727.parquet,224
11845,train_landmark_files/29302/1487610910.parquet,127
11846,train_landmark_files/61333/1487624714.parquet,27
11847,train_landmark_files/32319/1487675309.parquet,55
11848,train_landmark_files/16069/1487727695.parquet,28
11849,train_landmark_files/55372/1487775449.parquet,187
11850,train_landmark_files/30680/1487802912.parquet,153
11851,train_landmark_files/53618/1487860247.parquet,193
11852,train_landmark_files/61333/1487864156.parquet,68
11853,train_landmark_files/37055/1487877154.parquet,2
11854,train_landmark_files/34503/148789866.parquet,176
11855,train_landmark_files/22343/1487902072.parquet,230
11856,train_landmark_files/53618/1487934158.parquet,23
11857,train_landmark_files/2044/1487995069.parquet,104
11858,train_landmark_files/34503/1488107767.parquet,89
11859,train_landmark_files/16069/1488155102.parquet,224
11860,train_landmark_files/26734/1488185495.parquet,109
11861,train_landmark_files/18796/1488313672.parquet,169
11862,train_landmark_files/16069/1488327417.parquet,238
11863,train_landmark_files/53618/1488361365.parquet,231
11864,train_landmark_files/18796/1488366058.parquet,11
11865,train_landmark_files/61333/1488444140.parquet,49
11866,train_landmark_files/16069/1488589693.parquet,209
11867,train_landmark_files/16069/1488597243.parquet,242
11868,train_landmark_files/37055/148862603.parquet,67
11869,train_landmark_files/4718/148864321.parquet,190
11870,train_landmark_files/4718/1488678038.parquet,47
11871,train_landmark_files/61333/1488854280.parquet,28
11872,train_landmark_files/53618/1488904925.parquet,139
11873,train_landmark_files/30680/1488911195.parquet,28
11874,train_landmark_files/4718/1488962777.parquet,58
11875,train_landmark_files/4718/1488984124.parquet,195
11876,train_landmark_files/55372/1489014059.parquet,213
11877,train_landmark_files/55372/1489050725.parquet,238
11878,train_landmark_files/34503/1489132752.parquet,68
11879,train_landmark_files/26734/1489171199.parquet,183
11880,train_landmark_files/37055/1489222723.parquet,57
11881,train_landmark_files/2044/1489333318.parquet,211
11882,train_landmark_files/53618/1489333915.parquet,66
11883,train_landmark_files/22343/1489343945.parquet,118
11884,train_landmark_files/36257/148939038.parquet,100
11885,train_landmark_files/30680/1489504656.parquet,192
11886,train_landmark_files/36257/1489516689.parquet,225
11887,train_landmark_files/30680/1489531947.parquet,89
11888,train_landmark_files/29302/1489554364.parquet,187
11889,train_landmark_files/18796/1489566787.parquet,37
11890,train_landmark_files/62590/1489643137.parquet,208
11891,train_landmark_files/22343/1489731921.parquet,108
11892,train_landmark_files/55372/148974399.parquet,143
11893,train_landmark_files/22343/1489804210.parquet,200
11894,train_landmark_files/2044/1489860452.parquet,63
11895,train_landmark_files/55372/1489876555.parquet,112
11896,train_landmark_files/49445/1489880700.parquet,238
11897,train_landmark_files/4718/1489909254.parquet,217
11898,train_landmark_files/16069/1489927904.parquet,170
11899,train_landmark_files/29302/1489943418.parquet,195
11900,train_landmark_files/32319/1489947325.parquet,57
11901,train_landmark_files/49445/149001314.parquet,131
11902,train_landmark_files/62590/1490026000.parquet,234
11903,train_landmark_files/34503/1490068291.parquet,129
11904,train_landmark_files/4718/1490096504.parquet,244
11905,train_landmark_files/32319/1490104215.parquet,202
11906,train_landmark_files/2044/1490120137.parquet,183
11907,train_landmark_files/37779/1490179083.parquet,210
11908,train_landmark_files/55372/1490189449.parquet,121
11909,train_landmark_files/32319/149024958.parquet,48
11910,train_landmark_files/22343/1490291381.parquet,145
11911,train_landmark_files/29302/1490334640.parquet,235
11912,train_landmark_files/4718/1490343773.parquet,7
11913,train_landmark_files/22343/1490377139.parquet,196
11914,train_landmark_files/29302/1490386070.parquet,61
11915,train_landmark_files/2044/1490402032.parquet,215
11916,train_landmark_files/28656/1490404513.parquet,237
11917,train_landmark_files/32319/1490490957.parquet,218
11918,train_landmark_files/55372/14905508.parquet,149
11919,train_landmark_files/34503/1490605889.parquet,236
11920,train_landmark_files/34503/1490685579.parquet,199
11921,train_landmark_files/30680/1490703840.parquet,157
11922,train_landmark_files/2044/1490720380.parquet,113
11923,train_landmark_files/4718/149074895.parquet,222
11924,train_landmark_files/28656/1490820570.parquet,20
11925,train_landmark_files/27610/1490835665.parquet,186
11926,train_landmark_files/22343/1490924902.parquet,249
11927,train_landmark_files/25571/1490945139.parquet,177
11928,train_landmark_files/26734/1490998534.parquet,187
11929,train_landmark_files/36257/1491010469.parquet,224
11930,train_landmark_files/53618/1491020068.parquet,150
11931,train_landmark_files/28656/1491027175.parquet,163
11932,train_landmark_files/53618/1491046577.parquet,97
11933,train_landmark_files/32319/149113074.parquet,57
11934,train_landmark_files/37779/1491139966.parquet,22
11935,train_landmark_files/32319/1491143320.parquet,73
11936,train_landmark_files/26734/1491281104.parquet,14
11937,train_landmark_files/55372/1491294404.parquet,139
